Runtime,Released_Year,IMDB_Rating,Meta_score,No_of_Votes,Gross
103.0,1989.0,7.9,97.0,68076,14743391.0
104.0,1989.0,7.9,77.0,54670,18254702.0
119.0,1987.0,7.9,79.0,281842,76270454.0
107.0,1986.0,7.9,90.0,67176,40084041.0
132.0,1985.0,7.9,84.0,187567,9929135.0
82.0,1984.0,7.9,92.0,128812,188751.0
93.0,1983.0,7.9,77.0,132947,20605209.0
133.0,1980.0,7.9,60.0,183182,57229890.0
96.0,1979.0,7.9,83.0,131436,45700000.0
123.0,1979.0,7.9,72.0,28223,37823676.0
127.0,1978.0,7.9,71.0,111512,5100000.0
138.0,1976.0,7.9,84.0,103031,70600000.0
114.0,1973.0,7.9,76.0,37183,61001.0
102.0,1972.0,7.9,93.0,38737,198809.0
172.0,1970.0,7.9,91.0,93741,61700000.0
145.0,1969.0,7.9,97.0,77401,12064472.0
96.0,1968.0,7.9,89.0,116557,89029.0
110.0,1967.0,7.9,75.0,67804,24379978.0
113.0,1963.0,7.9,83.0,68689,13474588.0
197.0,1960.0,7.9,87.0,124339,30000000.0
85.0,1952.0,7.9,89.0,97222,9450000.0
101.0,1951.0,7.9,88.0,123341,7630000.0
96.0,1947.0,7.9,88.0,41625,2650000.0
102.0,1946.0,7.9,100.0,92306,10464000.0
102.0,1938.0,7.9,97.0,47175,3981000.0
100.0,1933.0,7.9,90.0,78991,10000000.0
124.0,2016.0,7.8,85.0,51240,2402067.0
106.0,2017.0,7.8,94.0,555092,188373161.0
127.0,2016.0,7.8,74.0,200876,169607287.0
103.0,2017.0,7.8,88.0,61594,40442052.0
101.0,2016.0,7.8,84.0,118035,48023088.0
137.0,2016.0,7.8,96.0,246963,47695120.0
100.0,2015.0,7.8,75.0,35539,435266.0
133.0,2016.0,7.8,65.0,556608,532177324.0
147.0,2016.0,7.8,75.0,663649,408084349.0
168.0,2015.0,7.8,68.0,517059,54117416.0
135.0,2019.0,7.8,91.0,143250,108101214.0
94.0,2017.0,7.8,62.0,50778,6735118.0
130.0,2013.0,7.8,85.0,45002,1330596.0
141.0,2013.0,7.8,86.0,81125,2852400.0
104.0,2013.0,7.8,76.0,50523,4231500.0
102.0,2014.0,7.8,74.0,410983,222527828.0
123.0,2013.0,7.8,55.0,303032,15322921.0
126.0,2013.0,7.8,83.0,73690,5209580.0
100.0,2019.0,7.8,84.0,203177,434038008.0
131.0,2013.0,7.8,49.0,108399,85433.0
94.0,2012.0,7.8,84.0,318789,45512466.0
102.0,2014.0,7.8,76.0,305611,177002924.0
130.0,2015.0,7.8,81.0,362942,70259870.0
144.0,2010.0,7.8,67.0,111252,128392.0
158.0,2011.0,7.8,71.0,423010,102515793.0
134.0,2013.0,7.8,82.0,421244,107100855.0
147.0,2015.0,7.8,72.0,179264,161197785.0
129.0,2009.0,7.8,79.0,52758,547292.0
161.0,2013.0,7.8,66.0,601408,258366855.0
144.0,2009.0,7.8,82.0,68715,2222647.0
152.0,2009.0,7.8,76.0,208994,10095170.0
116.0,2010.0,7.8,79.0,340584,93617009.0
90.0,2008.0,7.8,51.0,564791,145000989.0
94.0,2008.0,7.8,55.0,190748,9030581.0
86.0,2007.0,7.8,88.0,110656,9439923.0
169.0,2012.0,7.8,58.0,757377,303003568.0
122.0,2007.0,7.8,85.0,30827,741283.0
123.0,2007.0,7.8,85.0,251370,50927067.0
100.0,2011.0,7.8,78.0,571571,35061555.0
157.0,2007.0,7.8,76.0,392449,130164645.0
162.0,2009.0,7.8,83.0,1118998,760507625.0
141.0,2009.0,7.8,63.0,216421,3600.0
139.0,2006.0,7.8,68.0,291018,50866635.0
101.0,2006.0,7.8,80.0,439856,59891098.0
121.0,2007.0,7.8,81.0,463466,23637265.0
166.0,2008.0,7.8,70.0,589160,127509326.0
192.0,2004.0,7.8,67.0,49050,2921738.0
94.0,2005.0,7.8,51.0,45717,1305.0
129.0,2005.0,7.8,82.0,258924,38405088.0
127.0,2005.0,7.8,68.0,51980,5128124.0
90.0,2003.0,7.8,73.0,31658,128985.0
119.0,2005.0,7.8,74.0,283310,25514517.0
136.0,2005.0,7.8,72.0,234207,119519402.0
113.0,2003.0,7.8,61.0,35682,15280.0
123.0,2004.0,7.8,53.0,520284,81001787.0
126.0,2004.0,7.8,75.0,96703,16756372.0
109.0,2002.0,7.8,82.0,42673,181655.0
80.0,2003.0,7.8,91.0,50622,7002255.0
131.0,2002.0,7.8,61.0,129022,54234062.0
99.0,2001.0,7.8,83.0,60684,2892011.0
113.0,2000.0,7.8,48.0,198089,115654751.0
120.0,2000.0,7.8,94.0,253228,128078872.0
101.0,1999.0,7.8,87.0,89058,8264530.0
143.0,2000.0,7.8,73.0,524235,233632142.0
108.0,1999.0,7.8,44.0,227143,25812.0
157.0,1999.0,7.8,84.0,159886,28965197.0
108.0,1999.0,7.8,71.0,82855,32481825.0
90.0,2001.0,7.8,84.0,613941,267665011.0
194.0,1997.0,7.8,75.0,1046089,659325379.0
106.0,1997.0,7.8,64.0,280845,12339633.0
129.0,1997.0,7.8,61.0,345096,48323648.0
159.0,1996.0,7.8,76.0,62428,4040691.0
127.0,1994.0,7.8,70.0,164937,5887457.0
118.0,1993.0,7.8,73.0,215034,9170214.0
130.0,1993.0,7.8,50.0,126871,56505065.0
101.0,1993.0,7.8,55.0,78963,32416586.0
134.0,1993.0,7.8,84.0,66065,22954968.0
132.0,1993.0,7.8,84.0,34635,1769305.0
130.0,1993.0,7.8,87.0,267684,183875760.0
121.0,1993.0,7.8,80.0,128171,17266971.0
129.0,1991.0,7.8,68.0,55362,2015810.0
98.0,1991.0,7.8,86.0,42376,1999955.0
112.0,1991.0,7.8,76.0,126082,57504069.0
107.0,1990.0,7.8,75.0,184740,61276872.0
121.0,1990.0,7.8,74.0,125276,52096475.0
122.0,1989.0,7.8,78.0,122779,26830000.0
108.0,1989.0,7.8,57.0,481918,118500000.0
128.0,1988.0,7.8,65.0,88214,34603943.0
107.0,1987.0,7.8,45.0,371387,59735548.0
84.0,1987.0,7.8,72.0,148359,5923044.0
103.0,1986.0,7.8,61.0,321382,70136369.0
107.0,1986.0,7.8,75.0,47834,1436000.0
114.0,1985.0,7.8,62.0,244430,61503218.0
154.0,1985.0,7.8,78.0,78321,98467863.0
97.0,1985.0,7.8,66.0,357026,45875171.0
141.0,1984.0,7.8,76.0,51585,34700291.0
105.0,1984.0,7.8,71.0,355413,238632124.0
193.0,1983.0,7.8,91.0,56235,21500000.0
109.0,1982.0,7.8,73.0,88511,2500000.0
115.0,1982.0,7.8,91.0,372490,435110554.0
105.0,1979.0,7.8,77.0,133351,106260000.0
135.0,1976.0,7.8,69.0,65659,31800000.0
113.0,1974.0,7.8,85.0,98611,4420000.0
72.0,1973.0,7.8,73.0,25229,193817.0
143.0,1973.0,7.8,80.0,37445,16056255.0
124.0,1972.0,7.8,80.0,48334,42765000.0
100.0,1971.0,7.8,67.0,178731,4000000.0
113.0,1969.0,7.8,79.0,101124,44785053.0
108.0,1967.0,7.8,81.0,27733,17550741.0
108.0,1967.0,7.8,63.0,39642,56700000.0
170.0,1964.0,7.8,95.0,86525,72000000.0
139.0,1964.0,7.8,88.0,158029,102272727.0
178.0,1962.0,7.8,75.0,52141,39100000.0
100.0,1961.0,7.8,88.0,27007,2616000.0
75.0,1935.0,7.8,95.0,43542,4360000.0
104.0,2017.0,7.7,85.0,25198,335609.0
119.0,2018.0,7.7,66.0,478586,324591735.0
107.0,2017.0,7.7,73.0,205444,33800859.0
104.0,2017.0,7.7,85.0,492851,176040665.0
147.0,2018.0,7.7,86.0,291257,220159104.0
116.0,2015.0,7.7,70.0,47444,3358518.0
86.0,2014.0,7.7,76.0,157498,3333000.0
103.0,2014.0,7.7,72.0,32798,765127.0
123.0,2014.0,7.7,72.0,404182,35893537.0
129.0,2014.0,7.7,60.0,590440,128261724.0
126.0,2014.0,7.7,69.0,344312,124872350.0
105.0,2015.0,7.7,74.0,123210,6743776.0
119.0,2014.0,7.7,87.0,580291,42340598.0
180.0,2013.0,7.7,89.0,138741,2199675.0
130.0,2013.0,7.7,40.0,32628,1122527.0
111.0,2012.0,7.7,70.0,39379,175058.0
136.0,2014.0,7.7,70.0,736182,259766572.0
115.0,2013.0,7.7,87.0,112298,17654912.0
101.0,2012.0,7.7,72.0,380195,189422889.0
108.0,2015.0,7.7,70.0,56720,1339152.0
98.0,2011.0,7.7,52.0,77071,71177.0
96.0,2011.0,7.7,81.0,388089,56816662.0
100.0,2014.0,7.7,83.0,323982,257760692.0
91.0,2013.0,7.7,96.0,769145,274092705.0
132.0,2013.0,7.7,72.0,463188,228778661.0
137.0,2015.0,7.7,79.0,73964,83861.0
120.0,2010.0,7.7,95.0,624982,96962694.0
131.0,2011.0,7.7,65.0,645512,146408305.0
100.0,2009.0,7.7,73.0,717559,277322503.0
143.0,2012.0,7.7,81.0,630614,304360277.0
122.0,2012.0,7.7,81.0,661871,132092958.0
120.0,2012.0,7.7,86.0,572581,136025503.0
95.0,2009.0,7.7,76.0,472242,32391374.0
146.0,2010.0,7.7,65.0,479120,295983305.0
101.0,2008.0,7.7,86.0,125317,15090400.0
122.0,2008.0,7.7,80.0,103330,18593156.0
90.0,2006.0,7.7,81.0,71379,881302.0
141.0,2008.0,7.7,63.0,239203,35739802.0
90.0,2010.0,7.7,45.0,81446,1752214.0
101.0,2006.0,7.7,86.0,115576,327919.0
108.0,2014.0,7.7,78.0,474141,25442958.0
120.0,2006.0,7.7,78.0,32001,412544.0
123.0,2006.0,7.7,74.0,175355,17605861.0
157.0,2007.0,7.7,78.0,466080,33080084.0
110.0,2006.0,7.7,53.0,299524,22494487.0
116.0,2005.0,7.7,70.0,28003,1054361.0
122.0,2007.0,7.7,78.0,61609,871577.0
100.0,2010.0,7.7,71.0,405922,200821936.0
145.0,2006.0,7.7,71.0,72643,4398392.0
134.0,2005.0,7.7,87.0,323103,83043761.0
122.0,2007.0,7.7,76.0,288797,53606916.0
112.0,2004.0,7.7,66.0,419483,54580300.0
99.0,2004.0,7.7,78.0,127250,17108591.0
108.0,2004.0,7.7,73.0,434841,176241941.0
101.0,2004.0,7.7,61.0,358432,1082715.0
152.0,2004.0,7.7,73.0,138356,75331600.0
102.0,2003.0,7.7,89.0,415074,44585453.0
157.0,2005.0,7.7,81.0,548619,290013036.0
146.0,2004.0,7.7,47.0,329592,77911774.0
100.0,2009.0,7.7,80.0,197761,75286229.0
154.0,2003.0,7.7,55.0,400049,111110575.0
114.0,2002.0,7.7,83.0,25938,4890878.0
121.0,2003.0,7.7,68.0,137981,4064200.0
105.0,2002.0,7.7,76.0,40403,15539266.0
132.0,2001.0,7.7,28.0,142863,40311852.0
115.0,2002.0,7.7,83.0,178565,22245861.0
144.0,2001.0,7.7,74.0,364254,108638745.0
117.0,2002.0,7.7,72.0,246840,104454762.0
120.0,2001.0,7.7,60.0,90842,141072.0
110.0,2000.0,7.7,74.0,126770,21995263.0
95.0,2001.0,7.7,85.0,31957,3029081.0
116.0,2001.0,7.7,74.0,516372,183417150.0
103.0,2000.0,7.7,62.0,29210,151086.0
107.0,2000.0,7.7,69.0,286742,45512588.0
81.0,1999.0,7.7,73.0,192112,52037603.0
89.0,1999.0,7.7,68.0,241575,10824921.0
134.0,1998.0,7.7,81.0,66408,2807390.0
122.0,2001.0,7.7,69.0,390247,76631907.0
93.0,1998.0,7.7,86.0,169229,17105219.0
113.0,1999.0,7.7,90.0,312542,22858926.0
139.0,1997.0,7.7,67.0,275755,148478011.0
126.0,1997.0,7.7,52.0,434125,63540020.0
80.0,1998.0,7.7,73.0,37424,4065116.0
127.0,1997.0,7.7,76.0,279318,41909762.0
105.0,1996.0,7.7,87.0,51350,35811509.0
129.0,1996.0,7.7,47.0,189716,56116183.0
97.0,1995.0,7.7,83.0,32236,10019307.0
108.0,1994.0,7.7,81.0,33600,21848932.0
92.0,1994.0,7.7,70.0,211450,3151130.0
188.0,1993.0,7.7,79.0,42275,6110979.0
125.0,1993.0,7.7,66.0,224169,77324422.0
85.0,1992.0,7.7,64.0,50298,27281507.0
202.0,1992.0,7.7,73.0,85819,48169908.0
112.0,1992.0,7.7,76.0,150409,75505856.0
100.0,1992.0,7.7,82.0,95826,10725228.0
138.0,1992.0,7.7,62.0,235388,141340178.0
130.0,1991.0,7.7,64.0,66941,82418501.0
116.0,1991.0,7.7,69.0,113240,6153939.0
115.0,1990.0,7.7,66.0,125822,5080409.0
104.0,1988.0,7.7,83.0,182009,156452370.0
107.0,1987.0,7.7,84.0,40396,1544889.0
163.0,1987.0,7.7,76.0,94326,43984230.0
153.0,1987.0,7.7,62.0,115677,22238696.0
130.0,1986.0,7.7,54.0,102031,7153487.0
120.0,1986.0,7.7,76.0,181285,8551228.0
82.0,1985.0,7.7,75.0,47102,10631333.0
97.0,1985.0,7.7,90.0,59635,10600000.0
129.0,1982.0,7.7,77.0,36096,54000000.0
113.0,1982.0,7.7,67.0,112704,78912963.0
93.0,1982.0,7.7,61.0,226541,47212904.0
124.0,1980.0,7.7,86.0,47099,54800000.0
88.0,1980.0,7.7,78.0,214882,83400000.0
91.0,1978.0,7.7,87.0,233106,47000000.0
126.0,1976.0,7.7,71.0,39889,1924733.0
93.0,1974.0,7.7,73.0,125993,119500000.0
130.0,1973.0,7.7,87.0,109941,29800000.0
102.0,1973.0,7.7,83.0,96561,25000000.0
109.0,1972.0,7.7,80.0,98740,7056013.0
104.0,1971.0,7.7,94.0,110075,15630710.0
102.0,1971.0,7.7,90.0,143292,35900000.0
105.0,1968.0,7.7,86.0,31572,44527234.0
150.0,1967.0,7.7,73.0,67183,45300000.0
120.0,1966.0,7.7,72.0,31222,28350000.0
110.0,1964.0,7.7,87.0,174119,51081062.0
119.0,1963.0,7.7,90.0,171739,11403529.0
128.0,1960.0,7.7,74.0,87719,4905000.0
90.0,1960.0,7.7,90.0,27620,52709.0
105.0,1951.0,7.7,91.0,71481,536118.0
125.0,1940.0,7.7,96.0,88662,76408097.0
102.0,2018.0,7.6,71.0,140840,26020957.0
161.0,2019.0,7.6,83.0,551309,142502728.0
127.0,2017.0,7.6,86.0,29765,566356.0
111.0,2017.0,7.6,92.0,95181,5904366.0
101.0,2017.0,7.6,60.0,99643,24801212.0
97.0,2019.0,7.6,70.0,66346,13122642.0
97.0,2015.0,7.6,83.0,35785,845464.0
136.0,2017.0,7.6,67.0,569974,389813101.0
113.0,2017.0,7.6,86.0,439406,107825862.0
134.0,2017.0,7.6,72.0,58371,18340051.0
142.0,2015.0,7.6,81.0,287659,72313754.0
118.0,2018.0,7.6,80.0,250057,608581744.0
107.0,2016.0,7.6,81.0,272784,248757044.0
121.0,2015.0,7.6,82.0,371291,46889293.0
133.0,2015.0,7.6,82.0,247666,109767581.0
140.0,2014.0,7.6,92.0,49397,1092800.0
102.0,2016.0,7.6,88.0,204175,26862450.0
98.0,2013.0,7.6,77.0,94212,37707719.0
130.0,2014.0,7.6,79.0,411599,208545589.0
101.0,2011.0,7.6,73.0,190531,4105123.0
109.0,2012.0,7.6,68.0,228132,41003371.0
94.0,2010.0,7.6,80.0,80939,19202743.0
136.0,2018.0,7.6,88.0,334312,215288866.0
110.0,2010.0,7.6,80.0,311822,171243005.0
118.0,2010.0,7.6,65.0,38491,1008098.0
95.0,2010.0,7.6,72.0,500851,251513985.0
100.0,2011.0,7.6,72.0,315426,35014192.0
117.0,2010.0,7.6,66.0,524081,48071303.0
133.0,2011.0,7.6,87.0,369529,75605492.0
120.0,2011.0,7.6,70.0,138959,3185812.0
88.0,2009.0,7.6,73.0,520041,75590286.0
128.0,2009.0,7.6,57.0,583158,209028679.0
129.0,2009.0,7.6,53.0,293266,255959475.0
104.0,2007.0,7.6,79.0,41544,9422422.0
123.0,2008.0,7.6,36.0,286770,69951824.0
100.0,2007.0,7.6,82.0,227760,17114882.0
127.0,2007.0,7.6,66.0,255036,38634938.0
71.0,2009.0,7.6,81.0,31779,686383.0
129.0,2006.0,7.6,76.0,339757,88513495.0
114.0,2007.0,7.6,72.0,250590,20300218.0
140.0,2007.0,7.6,66.0,82781,10301706.0
104.0,2006.0,7.6,70.0,72863,24633730.0
110.0,2006.0,7.6,68.0,354728,39868642.0
90.0,2004.0,7.6,52.0,49728,6013.0
153.0,2009.0,7.6,78.0,474827,301959197.0
117.0,2006.0,7.6,52.0,732876,210614939.0
124.0,2005.0,7.6,72.0,206294,23089926.0
162.0,2009.0,7.6,56.0,500799,107509799.0
122.0,2005.0,7.6,62.0,294140,24149632.0
103.0,2004.0,7.6,46.0,379020,56000369.0
124.0,2008.0,7.6,67.0,83158,3081925.0
105.0,2004.0,7.6,73.0,65939,697181.0
93.0,2003.0,7.6,45.0,67360,548707.0
133.0,2004.0,7.6,76.0,70925,6167817.0
89.0,2003.0,7.6,81.0,67370,5739376.0
124.0,2003.0,7.6,70.0,224545,16290476.0
129.0,2002.0,7.6,56.0,62659,45289.0
106.0,2004.0,7.6,67.0,198677,51680613.0
135.0,2002.0,7.6,68.0,169708,13060843.0
113.0,2004.0,7.6,30.0,451479,57938693.0
113.0,2002.0,7.6,73.0,376853,45064915.0
110.0,2001.0,7.6,76.0,266842,52364010.0
106.0,2001.0,7.6,88.0,115827,13622333.0
152.0,2001.0,7.6,64.0,658185,317575550.0
101.0,2001.0,7.6,74.0,337651,96522687.0
124.0,2001.0,7.6,52.0,240714,52990775.0
131.0,2001.0,7.6,53.0,243729,51401758.0
145.0,2002.0,7.6,80.0,508417,132072926.0
146.0,1999.0,7.6,74.0,91557,50668906.0
101.0,2000.0,7.6,64.0,490062,15070285.0
81.0,1998.0,7.6,77.0,188317,7267585.0
170.0,1998.0,7.6,78.0,172710,36400491.0
88.0,1998.0,7.6,71.0,256906,120620254.0
118.0,1998.0,7.6,41.0,259753,10680275.0
100.0,1998.0,7.6,66.0,187927,14378331.0
147.0,1996.0,7.6,49.0,186734,49100000.0
134.0,1997.0,7.6,52.0,131101,3796699.0
136.0,1995.0,7.6,84.0,102598,43182776.0
128.0,1995.0,7.6,58.0,364420,100012499.0
121.0,1995.0,7.6,62.0,90442,1037847.0
135.0,1995.0,7.6,69.0,73172,71516617.0
92.0,1994.0,7.6,88.0,64390,1464625.0
113.0,1993.0,7.6,56.0,171640,40903593.0
102.0,1993.0,7.6,78.0,165465,7993039.0
120.0,1992.0,7.6,68.0,107325,52929168.0
118.0,1991.0,7.6,90.0,27071,453243.0
99.0,1991.0,7.6,66.0,80487,1794187.0
103.0,1990.0,7.6,63.0,488817,285761243.0
162.0,1990.0,7.6,60.0,359809,66666062.0
95.0,1989.0,7.6,76.0,195663,92823600.0
83.0,1989.0,7.6,88.0,237696,111543479.0
85.0,1988.0,7.6,76.0,152871,78756177.0
93.0,1987.0,7.6,72.0,124773,49530280.0
109.0,1987.0,7.6,68.0,236894,65207127.0
99.0,1984.0,7.6,82.0,87745,2150000.0
109.0,1981.0,7.6,68.0,27650,119285432.0
96.0,1981.0,7.6,77.0,166588,12465371.0
92.0,1979.0,7.6,65.0,93878,22490039.0
95.0,1979.0,7.6,74.0,32802,76657000.0
112.0,1979.0,7.6,76.0,121731,43000000.0
121.0,1978.0,7.6,59.0,73662,35000000.0
138.0,1977.0,7.6,90.0,184966,132088635.0
112.0,1973.0,7.6,87.0,26337,959000.0
157.0,1971.0,7.6,77.0,30144,696690.0
144.0,1970.0,7.6,50.0,45338,1378435.0
78.0,1967.0,7.6,65.0,166409,141843612.0
87.0,1964.0,7.6,96.0,40351,13780024.0
118.0,1953.0,7.6,85.0,43374,30500000.0
